UID,N,M,i,$\alpha_{i}$,First Contributor,r,$\beta$,$\epsilon$,$\rho_{C},$p_{C}$,Process
efede48f-d90d-4cc5-aa1b-b62b86155421,6,42,1,8.317056,2,3.1103999999999994,0.020736,0.001,0.3292484707916611,,MP
efede48f-d90d-4cc5-aa1b-b62b86155421,6,42,2,8.317056,2,3.1103999999999994,0.020736,0.001,0.3292484707916611,,MP
efede48f-d90d-4cc5-aa1b-b62b86155421,6,42,3,8.317056,2,3.1103999999999994,0.020736,0.001,0.3292484707916611,,MP
efede48f-d90d-4cc5-aa1b-b62b86155421,6,42,4,8.317056,2,3.1103999999999994,0.020736,0.001,0.3292484707916611,,MP
efede48f-d90d-4cc5-aa1b-b62b86155421,6,42,5,0.4147199999999999,2,3.1103999999999994,0.020736,0.001,0.3292484707916611,,MP
bd7b7d0e-bc92-4473-b029-22e74346d63b,6,42,0,8.317056,3,3.1103999999999994,0.020736,0.001,0.16361634151825696,,MP
bd7b7d0e-bc92-4473-b029-22e74346d63b,6,42,1,8.317056,3,3.1103999999999994,0.020736,0.001,0.16361634151825696,,MP
bd7b7d0e-bc92-4473-b029-22e74346d63b,6,42,2,8.317056,3,3.1103999999999994,0.020736,0.001,0.16361634151825696,,MP
bd7b7d0e-bc92-4473-b029-22e74346d63b,6,42,3,8.317056,3,3.1103999999999994,0.020736,0.001,0.16361634151825696,,MP
bd7b7d0e-bc92-4473-b029-22e74346d63b,6,42,4,8.317056,3,3.1103999999999994,0.020736,0.001,0.16361634151825696,,MP
bd7b7d0e-bc92-4473-b029-22e74346d63b,6,42,5,0.4147199999999999,3,3.1103999999999994,0.020736,0.001,0.16361634151825696,,MP
364e45bf-ba04-42ed-acbf-7821a02e9834,6,42,0,8.317056,4,3.1103999999999994,0.020736,0.001,0.3292484707916611,,MP
364e45bf-ba04-42ed-acbf-7821a02e9834,6,42,1,8.317056,4,3.1103999999999994,0.020736,0.001,0.3292484707916611,,MP
364e45bf-ba04-42ed-acbf-7821a02e9834,6,42,2,8.317056,4,3.1103999999999994,0.020736,0.001,0.3292484707916611,,MP
364e45bf-ba04-42ed-acbf-7821a02e9834,6,42,3,8.317056,4,3.1103999999999994,0.020736,0.001,0.3292484707916611,,MP
364e45bf-ba04-42ed-acbf-7821a02e9834,6,42,4,8.317056,4,3.1103999999999994,0.020736,0.001,0.3292484707916611,,MP
364e45bf-ba04-42ed-acbf-7821a02e9834,6,42,5,0.4147199999999999,4,3.1103999999999994,0.020736,0.001,0.3292484707916611,,MP
82a8b116-a396-4a6f-951c-176e048960d1,6,42,0,8.317056,5,3.1103999999999994,0.020736,0.001,0.32843658471907566,,MP
82a8b116-a396-4a6f-951c-176e048960d1,6,42,1,8.317056,5,3.1103999999999994,0.020736,0.001,0.32843658471907566,,MP
82a8b116-a396-4a6f-951c-176e048960d1,6,42,2,8.317056,5,3.1103999999999994,0.020736,0.001,0.32843658471907566,,MP
82a8b116-a396-4a6f-951c-176e048960d1,6,42,3,8.317056,5,3.1103999999999994,0.020736,0.001,0.32843658471907566,,MP
82a8b116-a396-4a6f-951c-176e048960d1,6,42,4,8.317056,5,3.1103999999999994,0.020736,0.001,0.32843658471907566,,MP
82a8b116-a396-4a6f-951c-176e048960d1,6,42,5,0.4147199999999999,5,3.1103999999999994,0.020736,0.001,0.32843658471907566,,MP
e8d97707-32db-46d4-a794-f327db1c48b1,6,42,0,8.317056,0,3.1103999999999994,0.020736,0.0012,0.07009101761716538,,Fermi
e8d97707-32db-46d4-a794-f327db1c48b1,6,42,1,8.317056,0,3.1103999999999994,0.020736,0.0012,0.07009101761716538,,Fermi
e8d97707-32db-46d4-a794-f327db1c48b1,6,42,2,8.317056,0,3.1103999999999994,0.020736,0.0012,0.07009101761716538,,Fermi
e8d97707-32db-46d4-a794-f327db1c48b1,6,42,3,8.317056,0,3.1103999999999994,0.020736,0.0012,0.07009101761716538,,Fermi
e8d97707-32db-46d4-a794-f327db1c48b1,6,42,4,8.317056,0,3.1103999999999994,0.020736,0.0012,0.07009101761716538,,Fermi
e8d97707-32db-46d4-a794-f327db1c48b1,6,42,5,0.4147199999999999,0,3.1103999999999994,0.020736,0.0012,0.07009101761716538,,Fermi
9a2d9432-b340-44ea-9f3e-58bb7df1aa5b,6,42,0,8.317056,1,3.1103999999999994,0.020736,0.0012,0.045782165239303965,,Fermi
9a2d9432-b340-44ea-9f3e-58bb7df1aa5b,6,42,1,8.317056,1,3.1103999999999994,0.020736,0.0012,0.045782165239303965,,Fermi
9a2d9432-b340-44ea-9f3e-58bb7df1aa5b,6,42,2,8.317056,1,3.1103999999999994,0.020736,0.0012,0.045782165239303965,,Fermi
9a2d9432-b340-44ea-9f3e-58bb7df1aa5b,6,42,3,8.317056,1,3.1103999999999994,0.020736,0.0012,0.045782165239303965,,Fermi
9a2d9432-b340-44ea-9f3e-58bb7df1aa5b,6,42,4,8.317056,1,3.1103999999999994,0.020736,0.0012,0.045782165239303965,,Fermi
9a2d9432-b340-44ea-9f3e-58bb7df1aa5b,6,42,5,0.4147199999999999,1,3.1103999999999994,0.020736,0.0012,0.045782165239303965,,Fermi
38b0046b-56a5-48fc-9ea8-bea67e82f399,6,42,0,8.317056,2,3.1103999999999994,0.020736,0.0012,0.1418845683335287,,Fermi
38b0046b-56a5-48fc-9ea8-bea67e82f399,6,42,1,8.317056,2,3.1103999999999994,0.020736,0.0012,0.1418845683335287,,Fermi
38b0046b-56a5-48fc-9ea8-bea67e82f399,6,42,2,8.317056,2,3.1103999999999994,0.020736,0.0012,0.1418845683335287,,Fermi
38b0046b-56a5-48fc-9ea8-bea67e82f399,6,42,3,8.317056,2,3.1103999999999994,0.020736,0.0012,0.1418845683335287,,Fermi
38b0046b-56a5-48fc-9ea8-bea67e82f399,6,42,4,8.317056,2,3.1103999999999994,0.020736,0.0012,0.1418845683335287,,Fermi
38b0046b-56a5-48fc-9ea8-bea67e82f399,6,42,5,0.4147199999999999,2,3.1103999999999994,0.020736,0.0012,0.1418845683335287,,Fermi
10f11115-31b9-447c-b3ab-92addd6117fa,6,42,0,8.317056,3,3.1103999999999994,0.020736,0.0012,0.04578216523930394,,Fermi
10f11115-31b9-447c-b3ab-92addd6117fa,6,42,1,8.317056,3,3.1103999999999994,0.020736,0.0012,0.04578216523930394,,Fermi
10f11115-31b9-447c-b3ab-92addd6117fa,6,42,2,8.317056,3,3.1103999999999994,0.020736,0.0012,0.04578216523930394,,Fermi
10f11115-31b9-447c-b3ab-92addd6117fa,6,42,3,8.317056,3,3.1103999999999994,0.020736,0.0012,0.04578216523930394,,Fermi
10f11115-31b9-447c-b3ab-92addd6117fa,6,42,4,8.317056,3,3.1103999999999994,0.020736,0.0012,0.04578216523930394,,Fermi
10f11115-31b9-447c-b3ab-92addd6117fa,6,42,5,0.4147199999999999,3,3.1103999999999994,0.020736,0.0012,0.04578216523930394,,Fermi
04d53155-f439-49cd-89b1-cd92451d3cea,6,42,0,8.317056,4,3.1103999999999994,0.020736,0.0012,0.1418845683335287,,Fermi
04d53155-f439-49cd-89b1-cd92451d3cea,6,42,1,8.317056,4,3.1103999999999994,0.020736,0.0012,0.1418845683335287,,Fermi
04d53155-f439-49cd-89b1-cd92451d3cea,6,42,2,8.317056,4,3.1103999999999994,0.020736,0.0012,0.1418845683335287,,Fermi
04d53155-f439-49cd-89b1-cd92451d3cea,6,42,3,8.317056,4,3.1103999999999994,0.020736,0.0012,0.1418845683335287,,Fermi
04d53155-f439-49cd-89b1-cd92451d3cea,6,42,4,8.317056,4,3.1103999999999994,0.020736,0.0012,0.1418845683335287,,Fermi
04d53155-f439-49cd-89b1-cd92451d3cea,6,42,5,0.4147199999999999,4,3.1103999999999994,0.020736,0.0012,0.1418845683335287,,Fermi
b6a13037-af1f-4db1-9def-f786cde58a1f,6,42,0,8.317056,5,3.1103999999999994,0.020736,0.0012,0.11436213274524235,,Fermi
b6a13037-af1f-4db1-9def-f786cde58a1f,6,42,1,8.317056,5,3.1103999999999994,0.020736,0.0012,0.11436213274524235,,Fermi
b6a13037-af1f-4db1-9def-f786cde58a1f,6,42,2,8.317056,5,3.1103999999999994,0.020736,0.0012,0.11436213274524235,,Fermi
b6a13037-af1f-4db1-9def-f786cde58a1f,6,42,3,8.317056,5,3.1103999999999994,0.020736,0.0012,0.11436213274524235,,Fermi
b6a13037-af1f-4db1-9def-f786cde58a1f,6,42,4,8.317056,5,3.1103999999999994,0.020736,0.0012,0.11436213274524235,,Fermi
b6a13037-af1f-4db1-9def-f786cde58a1f,6,42,5,0.4147199999999999,5,3.1103999999999994,0.020736,0.0012,0.11436213274524235,,Fermi
1ae8108a-db07-46a3-b8ad-e6846d0cdff3,6,42,0,8.317056,0,3.1103999999999994,0.020736,0.0014399999999999999,0.08814232858560771,,II
1ae8108a-db07-46a3-b8ad-e6846d0cdff3,6,42,1,8.317056,0,3.1103999999999994,0.020736,0.0014399999999999999,0.08814232858560771,,II
1ae8108a-db07-46a3-b8ad-e6846d0cdff3,6,42,2,8.317056,0,3.1103999999999994,0.020736,0.0014399999999999999,0.08814232858560771,,II
1ae8108a-db07-46a3-b8ad-e6846d0cdff3,6,42,3,8.317056,0,3.1103999999999994,0.020736,0.0014399999999999999,0.08814232858560771,,II
1ae8108a-db07-46a3-b8ad-e6846d0cdff3,6,42,4,8.317056,0,3.1103999999999994,0.020736,0.0014399999999999999,0.08814232858560771,,II
1ae8108a-db07-46a3-b8ad-e6846d0cdff3,6,42,5,0.4147199999999999,0,3.1103999999999994,0.020736,0.0014399999999999999,0.08814232858560771,,II
2dedbea4-93a8-4486-8471-bc94653524a4,6,42,0,8.317056,1,3.1103999999999994,0.020736,0.0014399999999999999,0.08228092153061453,,II
2dedbea4-93a8-4486-8471-bc94653524a4,6,42,1,8.317056,1,3.1103999999999994,0.020736,0.0014399999999999999,0.08228092153061453,,II
2dedbea4-93a8-4486-8471-bc94653524a4,6,42,2,8.317056,1,3.1103999999999994,0.020736,0.0014399999999999999,0.08228092153061453,,II
2dedbea4-93a8-4486-8471-bc94653524a4,6,42,3,8.317056,1,3.1103999999999994,0.020736,0.0014399999999999999,0.08228092153061453,,II
2dedbea4-93a8-4486-8471-bc94653524a4,6,42,4,8.317056,1,3.1103999999999994,0.020736,0.0014399999999999999,0.08228092153061453,,II
2dedbea4-93a8-4486-8471-bc94653524a4,6,42,5,0.4147199999999999,1,3.1103999999999994,0.020736,0.0014399999999999999,0.08228092153061453,,II
3a47db26-9663-425d-ac8f-f7c6a4dc4c1e,6,42,0,8.317056,2,3.1103999999999994,0.020736,0.0014399999999999999,0.19118892474064011,,II
3a47db26-9663-425d-ac8f-f7c6a4dc4c1e,6,42,1,8.317056,2,3.1103999999999994,0.020736,0.0014399999999999999,0.19118892474064011,,II
3a47db26-9663-425d-ac8f-f7c6a4dc4c1e,6,42,2,8.317056,2,3.1103999999999994,0.020736,0.0014399999999999999,0.19118892474064011,,II
3a47db26-9663-425d-ac8f-f7c6a4dc4c1e,6,42,3,8.317056,2,3.1103999999999994,0.020736,0.0014399999999999999,0.19118892474064011,,II
3a47db26-9663-425d-ac8f-f7c6a4dc4c1e,6,42,4,8.317056,2,3.1103999999999994,0.020736,0.0014399999999999999,0.19118892474064011,,II
3a47db26-9663-425d-ac8f-f7c6a4dc4c1e,6,42,5,0.4147199999999999,2,3.1103999999999994,0.020736,0.0014399999999999999,0.19118892474064011,,II
6530d011-3e3e-4bed-a48e-1357c3cc5d71,6,42,0,8.317056,3,3.1103999999999994,0.020736,0.0014399999999999999,0.08228092153061453,,II
6530d011-3e3e-4bed-a48e-1357c3cc5d71,6,42,1,8.317056,3,3.1103999999999994,0.020736,0.0014399999999999999,0.08228092153061453,,II
6530d011-3e3e-4bed-a48e-1357c3cc5d71,6,42,2,8.317056,3,3.1103999999999994,0.020736,0.0014399999999999999,0.08228092153061453,,II
6530d011-3e3e-4bed-a48e-1357c3cc5d71,6,42,3,8.317056,3,3.1103999999999994,0.020736,0.0014399999999999999,0.08228092153061453,,II
6530d011-3e3e-4bed-a48e-1357c3cc5d71,6,42,4,8.317056,3,3.1103999999999994,0.020736,0.0014399999999999999,0.08228092153061453,,II
6530d011-3e3e-4bed-a48e-1357c3cc5d71,6,42,5,0.4147199999999999,3,3.1103999999999994,0.020736,0.0014399999999999999,0.08228092153061453,,II
81cb0b3c-dd4a-47f8-ac4d-347acfa9858c,6,42,0,8.317056,4,3.1103999999999994,0.020736,0.0014399999999999999,0.19118892474064011,,II
81cb0b3c-dd4a-47f8-ac4d-347acfa9858c,6,42,1,8.317056,4,3.1103999999999994,0.020736,0.0014399999999999999,0.19118892474064011,,II
81cb0b3c-dd4a-47f8-ac4d-347acfa9858c,6,42,2,8.317056,4,3.1103999999999994,0.020736,0.0014399999999999999,0.19118892474064011,,II
81cb0b3c-dd4a-47f8-ac4d-347acfa9858c,6,42,3,8.317056,4,3.1103999999999994,0.020736,0.0014399999999999999,0.19118892474064011,,II
81cb0b3c-dd4a-47f8-ac4d-347acfa9858c,6,42,4,8.317056,4,3.1103999999999994,0.020736,0.0014399999999999999,0.19118892474064011,,II
81cb0b3c-dd4a-47f8-ac4d-347acfa9858c,6,42,5,0.4147199999999999,4,3.1103999999999994,0.020736,0.0014399999999999999,0.19118892474064011,,II
0bc45e87-c86c-4f9f-849d-4706909d336d,6,42,0,8.317056,5,3.1103999999999994,0.020736,0.0014399999999999999,0.1883786530487886,,II
0bc45e87-c86c-4f9f-849d-4706909d336d,6,42,1,8.317056,5,3.1103999999999994,0.020736,0.0014399999999999999,0.1883786530487886,,II
0bc45e87-c86c-4f9f-849d-4706909d336d,6,42,2,8.317056,5,3.1103999999999994,0.020736,0.0014399999999999999,0.1883786530487886,,II
0bc45e87-c86c-4f9f-849d-4706909d336d,6,42,3,8.317056,5,3.1103999999999994,0.020736,0.0014399999999999999,0.1883786530487886,,II
0bc45e87-c86c-4f9f-849d-4706909d336d,6,42,4,8.317056,5,3.1103999999999994,0.020736,0.0014399999999999999,0.1883786530487886,,II
0bc45e87-c86c-4f9f-849d-4706909d336d,6,42,5,0.4147199999999999,5,3.1103999999999994,0.020736,0.0014399999999999999,0.1883786530487886,,II
ed082287-16f1-4516-a28d-08a3e0ad8edb,6,42,0,8.317056,,3.1103999999999994,0.020736,0.0017279999999999997,,0.006275938989361246,Intro
ed082287-16f1-4516-a28d-08a3e0ad8edb,6,42,1,8.317056,,3.1103999999999994,0.020736,0.0017279999999999997,,0.006275938989361246,Intro
ed082287-16f1-4516-a28d-08a3e0ad8edb,6,42,2,8.317056,,3.1103999999999994,0.020736,0.0017279999999999997,,0.006275938989361246,Intro
ed082287-16f1-4516-a28d-08a3e0ad8edb,6,42,3,8.317056,,3.1103999999999994,0.020736,0.0017279999999999997,,0.006275938989361246,Intro
ed082287-16f1-4516-a28d-08a3e0ad8edb,6,42,4,8.317056,,3.1103999999999994,0.020736,0.0017279999999999997,,0.006275938989361246,Intro
ed082287-16f1-4516-a28d-08a3e0ad8edb,6,42,5,0.4147199999999999,,3.1103999999999994,0.020736,0.0017279999999999997,,0.006275938989361246,Intro
99ce1f08-ea9d-4d2d-81e1-59f1e3aab906,6,42,0,8.317056,0,3.1103999999999994,0.020736,0.0020735999999999997,0.16239806372799662,,MP
99ce1f08-ea9d-4d2d-81e1-59f1e3aab906,6,42,1,8.317056,0,3.1103999999999994,0.020736,0.0020735999999999997,0.16239806372799662,,MP
99ce1f08-ea9d-4d2d-81e1-59f1e3aab906,6,42,2,8.317056,0,3.1103999999999994,0.020736,0.0020735999999999997,0.16239806372799662,,MP
99ce1f08-ea9d-4d2d-81e1-59f1e3aab906,6,42,3,8.317056,0,3.1103999999999994,0.020736,0.0020735999999999997,0.16239806372799662,,MP
99ce1f08-ea9d-4d2d-81e1-59f1e3aab906,6,42,4,8.317056,0,3.1103999999999994,0.020736,0.0020735999999999997,0.16239806372799662,,MP
99ce1f08-ea9d-4d2d-81e1-59f1e3aab906,6,42,5,0.4147199999999999,0,3.1103999999999994,0.020736,0.0020735999999999997,0.16239806372799662,,MP
efdb1401-7666-4da3-b312-be1d2c40826c,6,42,0,8.317056,1,3.1103999999999994,0.020736,0.0020735999999999997,0.16040956346893268,,MP
efdb1401-7666-4da3-b312-be1d2c40826c,6,42,1,8.317056,1,3.1103999999999994,0.020736,0.0020735999999999997,0.16040956346893268,,MP
efdb1401-7666-4da3-b312-be1d2c40826c,6,42,2,8.317056,1,3.1103999999999994,0.020736,0.0020735999999999997,0.16040956346893268,,MP
efdb1401-7666-4da3-b312-be1d2c40826c,6,42,3,8.317056,1,3.1103999999999994,0.020736,0.0020735999999999997,0.16040956346893268,,MP
efdb1401-7666-4da3-b312-be1d2c40826c,6,42,4,8.317056,1,3.1103999999999994,0.020736,0.0020735999999999997,0.16040956346893268,,MP
efdb1401-7666-4da3-b312-be1d2c40826c,6,42,5,0.4147199999999999,1,3.1103999999999994,0.020736,0.0020735999999999997,0.16040956346893268,,MP
9d7ae3df-5e6e-4d3a-9760-1ca0a1afcce2,6,42,0,8.317056,2,3.1103999999999994,0.020736,0.0020735999999999997,0.3249358417095585,,MP
9d7ae3df-5e6e-4d3a-9760-1ca0a1afcce2,6,42,1,8.317056,2,3.1103999999999994,0.020736,0.0020735999999999997,0.3249358417095585,,MP
9d7ae3df-5e6e-4d3a-9760-1ca0a1afcce2,6,42,2,8.317056,2,3.1103999999999994,0.020736,0.0020735999999999997,0.3249358417095585,,MP
9d7ae3df-5e6e-4d3a-9760-1ca0a1afcce2,6,42,3,8.317056,2,3.1103999999999994,0.020736,0.0020735999999999997,0.3249358417095585,,MP
9d7ae3df-5e6e-4d3a-9760-1ca0a1afcce2,6,42,4,8.317056,2,3.1103999999999994,0.020736,0.0020735999999999997,0.3249358417095585,,MP
9d7ae3df-5e6e-4d3a-9760-1ca0a1afcce2,6,42,5,0.4147199999999999,2,3.1103999999999994,0.020736,0.0020735999999999997,0.3249358417095585,,MP
db8ed404-82a0-4d92-894e-b71d0e62297e,6,42,0,8.317056,3,3.1103999999999994,0.020736,0.0020735999999999997,0.1604095634689327,,MP
db8ed404-82a0-4d92-894e-b71d0e62297e,6,42,1,8.317056,3,3.1103999999999994,0.020736,0.0020735999999999997,0.1604095634689327,,MP
db8ed404-82a0-4d92-894e-b71d0e62297e,6,42,2,8.317056,3,3.1103999999999994,0.020736,0.0020735999999999997,0.1604095634689327,,MP
db8ed404-82a0-4d92-894e-b71d0e62297e,6,42,3,8.317056,3,3.1103999999999994,0.020736,0.0020735999999999997,0.1604095634689327,,MP
db8ed404-82a0-4d92-894e-b71d0e62297e,6,42,4,8.317056,3,3.1103999999999994,0.020736,0.0020735999999999997,0.1604095634689327,,MP
db8ed404-82a0-4d92-894e-b71d0e62297e,6,42,5,0.4147199999999999,3,3.1103999999999994,0.020736,0.0020735999999999997,0.1604095634689327,,MP
fd8a549d-0698-4882-b2bf-586bbeac4e1d,6,42,0,8.317056,4,3.1103999999999994,0.020736,0.0020735999999999997,0.3249358417095585,,MP
fd8a549d-0698-4882-b2bf-586bbeac4e1d,6,42,1,8.317056,4,3.1103999999999994,0.020736,0.0020735999999999997,0.3249358417095585,,MP
fd8a549d-0698-4882-b2bf-586bbeac4e1d,6,42,2,8.317056,4,3.1103999999999994,0.020736,0.0020735999999999997,0.3249358417095585,,MP
fd8a549d-0698-4882-b2bf-586bbeac4e1d,6,42,3,8.317056,4,3.1103999999999994,0.020736,0.0020735999999999997,0.3249358417095585,,MP
fd8a549d-0698-4882-b2bf-586bbeac4e1d,6,42,4,8.317056,4,3.1103999999999994,0.020736,0.0020735999999999997,0.3249358417095585,,MP
fd8a549d-0698-4882-b2bf-586bbeac4e1d,6,42,5,0.4147199999999999,4,3.1103999999999994,0.020736,0.0020735999999999997,0.3249358417095585,,MP
8544c40d-0551-40be-8080-94e4e8a1f51a,6,42,0,8.317056,5,3.1103999999999994,0.020736,0.0020735999999999997,0.32327698964338786,,MP
8544c40d-0551-40be-8080-94e4e8a1f51a,6,42,1,8.317056,5,3.1103999999999994,0.020736,0.0020735999999999997,0.32327698964338786,,MP
8544c40d-0551-40be-8080-94e4e8a1f51a,6,42,2,8.317056,5,3.1103999999999994,0.020736,0.0020735999999999997,0.32327698964338786,,MP
8544c40d-0551-40be-8080-94e4e8a1f51a,6,42,3,8.317056,5,3.1103999999999994,0.020736,0.0020735999999999997,0.32327698964338786,,MP
8544c40d-0551-40be-8080-94e4e8a1f51a,6,42,4,8.317056,5,3.1103999999999994,0.020736,0.0020735999999999997,0.32327698964338786,,MP
8544c40d-0551-40be-8080-94e4e8a1f51a,6,42,5,0.4147199999999999,5,3.1103999999999994,0.020736,0.0020735999999999997,0.32327698964338786,,MP
4b83f070-349f-47e7-a2d9-69e962061629,8,42,0,8.151168,0,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
4b83f070-349f-47e7-a2d9-69e962061629,8,42,1,8.151168,0,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
4b83f070-349f-47e7-a2d9-69e962061629,8,42,2,8.151168,0,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
4b83f070-349f-47e7-a2d9-69e962061629,8,42,3,8.151168,0,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
4b83f070-349f-47e7-a2d9-69e962061629,8,42,4,8.151168,0,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
4b83f070-349f-47e7-a2d9-69e962061629,8,42,5,0.4147199999999999,0,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
4b83f070-349f-47e7-a2d9-69e962061629,8,42,6,0.4147199999999999,0,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
4b83f070-349f-47e7-a2d9-69e962061629,8,42,7,0.4147199999999999,0,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
370c0fea-8148-4543-a1b1-bb44d6655942,8,42,0,8.151168,1,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
370c0fea-8148-4543-a1b1-bb44d6655942,8,42,1,8.151168,1,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
370c0fea-8148-4543-a1b1-bb44d6655942,8,42,2,8.151168,1,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
370c0fea-8148-4543-a1b1-bb44d6655942,8,42,3,8.151168,1,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
370c0fea-8148-4543-a1b1-bb44d6655942,8,42,4,8.151168,1,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
370c0fea-8148-4543-a1b1-bb44d6655942,8,42,5,0.4147199999999999,1,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
370c0fea-8148-4543-a1b1-bb44d6655942,8,42,6,0.4147199999999999,1,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
370c0fea-8148-4543-a1b1-bb44d6655942,8,42,7,0.4147199999999999,1,3.1103999999999994,0.020736,0.0020735999999999997,0.02155554715332553,,Fermi
fc3fd6c8-7247-4785-a796-23cc21acb464,8,42,0,8.151168,2,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634402,,Fermi
fc3fd6c8-7247-4785-a796-23cc21acb464,8,42,1,8.151168,2,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634402,,Fermi
fc3fd6c8-7247-4785-a796-23cc21acb464,8,42,2,8.151168,2,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634402,,Fermi
fc3fd6c8-7247-4785-a796-23cc21acb464,8,42,3,8.151168,2,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634402,,Fermi
fc3fd6c8-7247-4785-a796-23cc21acb464,8,42,4,8.151168,2,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634402,,Fermi
fc3fd6c8-7247-4785-a796-23cc21acb464,8,42,5,0.4147199999999999,2,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634402,,Fermi
fc3fd6c8-7247-4785-a796-23cc21acb464,8,42,6,0.4147199999999999,2,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634402,,Fermi
fc3fd6c8-7247-4785-a796-23cc21acb464,8,42,7,0.4147199999999999,2,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634402,,Fermi
69be21a2-c314-407e-b4d2-37b4fb69a459,8,42,0,8.151168,3,3.1103999999999994,0.020736,0.0020735999999999997,0.021555547153325538,,Fermi
69be21a2-c314-407e-b4d2-37b4fb69a459,8,42,1,8.151168,3,3.1103999999999994,0.020736,0.0020735999999999997,0.021555547153325538,,Fermi
69be21a2-c314-407e-b4d2-37b4fb69a459,8,42,2,8.151168,3,3.1103999999999994,0.020736,0.0020735999999999997,0.021555547153325538,,Fermi
69be21a2-c314-407e-b4d2-37b4fb69a459,8,42,3,8.151168,3,3.1103999999999994,0.020736,0.0020735999999999997,0.021555547153325538,,Fermi
69be21a2-c314-407e-b4d2-37b4fb69a459,8,42,4,8.151168,3,3.1103999999999994,0.020736,0.0020735999999999997,0.021555547153325538,,Fermi
69be21a2-c314-407e-b4d2-37b4fb69a459,8,42,5,0.4147199999999999,3,3.1103999999999994,0.020736,0.0020735999999999997,0.021555547153325538,,Fermi
69be21a2-c314-407e-b4d2-37b4fb69a459,8,42,6,0.4147199999999999,3,3.1103999999999994,0.020736,0.0020735999999999997,0.021555547153325538,,Fermi
69be21a2-c314-407e-b4d2-37b4fb69a459,8,42,7,0.4147199999999999,3,3.1103999999999994,0.020736,0.0020735999999999997,0.021555547153325538,,Fermi
dbfa5164-c23a-44ed-a35f-60c73e0399d2,8,42,0,8.151168,4,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634405,,Fermi
dbfa5164-c23a-44ed-a35f-60c73e0399d2,8,42,1,8.151168,4,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634405,,Fermi
dbfa5164-c23a-44ed-a35f-60c73e0399d2,8,42,2,8.151168,4,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634405,,Fermi
dbfa5164-c23a-44ed-a35f-60c73e0399d2,8,42,3,8.151168,4,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634405,,Fermi
dbfa5164-c23a-44ed-a35f-60c73e0399d2,8,42,4,8.151168,4,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634405,,Fermi
dbfa5164-c23a-44ed-a35f-60c73e0399d2,8,42,5,0.4147199999999999,4,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634405,,Fermi
dbfa5164-c23a-44ed-a35f-60c73e0399d2,8,42,6,0.4147199999999999,4,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634405,,Fermi
dbfa5164-c23a-44ed-a35f-60c73e0399d2,8,42,7,0.4147199999999999,4,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634405,,Fermi
15042f0a-2296-4553-aa1c-31f9a880ed64,8,42,0,8.151168,5,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634406,,Fermi
15042f0a-2296-4553-aa1c-31f9a880ed64,8,42,1,8.151168,5,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634406,,Fermi
15042f0a-2296-4553-aa1c-31f9a880ed64,8,42,2,8.151168,5,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634406,,Fermi
15042f0a-2296-4553-aa1c-31f9a880ed64,8,42,3,8.151168,5,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634406,,Fermi
15042f0a-2296-4553-aa1c-31f9a880ed64,8,42,4,8.151168,5,3.1103999999999994,0.020736,0.0020735999999999997,0.05545869389634406,,Fermi
